LotArea,Neighborhood,BedroomAbvGr,Neighborhood_encoded,SalePrice
5327,D,4,4,878812.93376953
7413,D,1,4,927233.7186960148
8614,B,5,2,925221.5133186715
2245,C,3,3,445692.95353579323
9243,E,1,5,1153792.7805416854
1537,E,5,5,378271.64235474047
1540,E,1,5,239134.11316499455
1814,E,2,5,405319.65039175394
2415,B,2,2,284529.72946900444
2652,C,5,3,475081.0056850042
5062,B,1,2,576364.00040751
3356,C,1,3,411524.10592439736
4810,B,4,2,746905.4773622042
1185,A,3,1,202280.97063465707
2551,C,5,3,355009.20898587944
8013,E,1,5,1252568.8180846286
1761,C,3,3,333051.0420894479
7163,D,5,4,1173289.364644951
8635,C,1,3,889609.5365469143
4281,D,2,4,572294.9696195889
2536,D,1,4,432961.9081884802
7201,A,2,1,836355.0617955221
4164,C,2,3,506475.6195778663
3770,A,4,1,457084.75399700005
8399,E,4,5,857724.9932761821
4845,C,3,3,451773.6552052486
4435,B,5,2,451066.36164418986
5710,B,3,2,713077.5200563448
1561,B,4,2,309676.4644890337
5717,D,3,4,1057422.8787854542
8623,B,5,2,849150.6928876191
8187,E,5,5,1265003.0885070579
3180,C,1,3,329660.91009756003
2960,C,3,3,569106.6931870137
4879,D,4,4,832947.1545777686
6153,D,1,4,847573.182675509
8035,D,3,4,1238229.8396131916
4270,E,5,5,924790.3239495212
5687,C,4,3,653738.2093193372
1582,A,3,1,133281.42531648523
1288,D,5,4,446098.27459511976
6664,B,5,2,509022.15363116306
8979,A,3,1,979515.7042817463
4859,A,3,1,613346.7869573473
4060,D,4,4,604497.7120277456
2183,B,1,2,176963.71638873257
5335,D,5,4,514132.34210335964
2446,D,1,4,452455.95867449633
7679,B,1,2,854235.2507886739
7213,A,5,1,671793.4272654807
2903,A,3,1,451009.2382947991
8894,B,5,2,1439699.0463346592
3377,A,1,1,394667.2759604163
1847,E,4,5,386106.55858322134
8370,D,5,4,1238352.4802649338
7341,E,4,5,1236271.2384968656
2239,E,3,5,491072.0281396656
6600,E,3,5,1179917.0819779115
5791,C,4,3,564186.7415438979
3365,C,4,3,434244.4044277429
6055,E,5,5,509409.10058723064
6622,D,3,4,899318.5362658707
1372,E,4,5,394681.97858824057
8783,E,2,5,1087052.5436229163
2949,C,5,3,486467.3398169859
1244,E,5,5,424881.4631530781
8795,D,2,4,634897.9011062764
6772,D,3,4,734145.6708987722
1124,E,4,5,389063.4241595298
2919,D,4,4,510153.39321507653
1530,E,3,5,326440.369961431
8849,C,2,3,1448022.6132504889
7929,E,2,5,1100961.3806996073
5349,A,2,1,388463.2675689685
5756,C,5,3,775255.3809164481
2801,D,4,4,600319.2428006569
6156,D,1,4,657990.337536993
8856,C,5,3,1279335.73164106
6461,A,5,1,958311.3396575447
6302,C,4,3,1038210.0300350016
8432,B,3,2,907006.0979954324
7189,A,4,1,561807.3664045173
2142,C,3,3,301849.292197346
8076,B,4,2,1363654.56426719
8614,E,5,5,1489015.6833471283
5840,A,2,1,601696.7805450764
2629,E,5,5,416385.3028446565
6062,B,5,2,558028.191402422
1762,D,1,4,253121.17381308047
7905,D,5,4,1186835.5908733965
5889,D,5,4,528992.4982288143
5839,E,5,5,773085.1228047
4957,A,1,1,322370.34696975275
1557,E,3,5,218757.0826468748
5621,E,1,5,544463.45501978
1839,D,2,4,355800.597542796
9194,E,3,5,1093975.1028641406
9348,B,1,2,708282.8566969181
7998,C,2,3,676883.2690165492
1510,C,2,3,247557.64253071576
2137,C,4,3,458427.3695698508
6606,D,4,4,654767.5086368208
5666,D,5,4,560747.1109733727
9906,C,3,3,1043768.7656330399
6434,A,1,1,1011631.2776391733
7446,C,5,3,720701.5642216032
3654,E,3,5,479748.5765084504
1990,C,4,3,271923.2458405277
8820,C,1,3,1209667.0037754832
3160,A,2,1,451554.6012880306
6740,D,2,4,716895.7173576505
5457,D,5,4,483109.7257049845
3063,E,5,5,558997.0176958671
2977,C,1,3,589161.4543999303
9567,B,2,2,660139.0056027164
9933,E,5,5,1289913.9326541603
3667,D,2,4,737010.6278451448
5919,A,4,1,705687.7332389128
9609,D,5,4,1179569.3513963888
8642,D,3,4,752111.9838997687
9798,A,5,1,1555704.9133730272
9759,C,4,3,748662.7780752484
1543,C,1,3,225599.91369793093
1883,D,2,4,234761.98109291622
5798,E,1,5,493468.3984859282
9040,B,5,2,1436405.1839681163
6718,E,3,5,1003391.7224400062
3068,E,1,5,395372.3940697418
8478,D,3,4,1426671.0288475277
9120,D,5,4,1423888.707011503
8820,B,3,2,1379083.492012737
2786,B,3,2,341709.34941483726
6715,B,4,2,893494.3904192074
9269,D,1,4,1272160.414553544
2308,D,5,4,459844.27406879375
9839,E,4,5,1132515.3473730537
9744,D,3,4,1191075.8937552825
9473,C,4,3,835670.2801876098
5861,C,4,3,749684.640034847
3776,B,3,2,650185.1508659696
2596,D,5,4,463219.29306589934
1479,C,2,3,241863.3870007015
4312,E,4,5,583838.0676632477
7156,A,1,1,973453.3843529106
8919,E,3,5,1409639.117975021
7744,A,2,1,1107941.3341729192
4898,E,4,5,810961.1634884209
3072,C,3,3,574124.2058702767
6624,D,3,4,1131033.5473600281
1938,A,4,1,403413.1992542013
9176,D,1,4,1056119.1030058481
1761,D,3,4,460082.6958260637
8254,C,3,3,951583.0998751725
2669,B,4,2,283781.4458547197
8128,B,2,2,709621.8515421851
4862,A,3,1,486153.4702240839
3685,C,3,3,612506.261931735
7634,D,4,4,1003025.2795015592
2931,E,3,5,658670.4421159087
8308,E,4,5,1298197.9684481004
4939,A,1,1,645327.8127764752
2126,A,4,1,391973.0911139034
7021,A,2,1,867719.9706554984
7437,C,3,3,838348.8464227595
8039,E,1,5,1383865.5525279732
6373,C,3,3,940793.4902029603
2203,C,3,3,369108.26577791997
5135,D,4,4,1006771.7828254553
9711,C,3,3,972880.0092139225
8904,C,1,3,607283.8420153058
3283,D,5,4,382424.6776755593
5558,B,3,2,787050.7966377364
6347,D,4,4,966911.8583523016
8867,A,2,1,566336.2847542161
6944,B,3,2,522764.762603806
9674,E,4,5,1397129.8428843038
3477,C,3,3,608410.0496234925
4093,B,5,2,347608.6691566552
9534,E,5,5,1278953.8581362097
8207,D,1,4,1252871.9552120375
7227,D,5,4,901163.4907624006
4535,A,4,1,520828.23604312993
8004,A,5,1,1193137.466658338
3913,B,4,2,552339.4723707484
3340,C,3,3,558217.0381054156
6289,D,1,4,1030615.8868530215
1597,B,1,2,162728.0730839243
9836,B,5,2,972263.4984422614
8145,B,2,2,1309333.002905436
3902,A,5,1,566906.4671882006
7645,D,2,4,1088235.9527481275
9955,A,5,1,1555650.924433374
8694,A,4,1,1121966.332696649
5830,B,4,2,855991.1117230961
8546,E,2,5,725396.2175372152
8368,E,1,5,1070030.4393135067
3160,E,2,5,614015.7117477473
6878,B,3,2,883023.8349554433
8663,C,1,3,875180.257703236
4749,D,2,4,494200.8544559918
3922,B,3,2,466090.4207258412
7486,B,3,2,771954.435469287
9112,A,5,1,1111131.4833873818
9771,E,2,5,679051.2978513988
4804,B,4,2,531176.109580859
5878,C,5,3,636176.6796148982
3368,D,1,4,472910.98036485666
9093,C,4,3,1422622.1204555056
4932,B,3,2,682225.5998969027
6608,B,1,2,529246.797662035
7635,A,5,1,928502.3459380802
7395,C,3,3,776762.624687633
7101,A,3,1,1083788.6438346608
6531,C,3,3,578116.4145163706
5970,E,4,5,559961.4583279337
7344,E,5,5,662810.1866061795
9408,C,5,3,1091265.0285893788
1375,A,4,1,171187.2814861988
8887,E,5,5,789997.7510432166
2609,B,3,2,311301.33075519593
3939,D,3,4,629545.1497733985
5062,A,3,1,409287.93113338994
2613,C,5,3,382509.18392146577
7578,D,2,4,887213.2443384954
8851,D,1,4,1335187.9151864361
4679,B,2,2,601158.4090235777
8540,A,4,1,924631.7529183078
8074,D,2,4,796804.7738869975
4996,A,2,1,621046.1525673106
5786,B,4,2,410701.22211450373
6695,C,2,3,1079068.8383491612
7998,D,1,4,887886.6787210379
3366,D,5,4,291465.088628339
7764,D,4,4,1097157.789157182
9976,A,2,1,1068461.0676268244
2614,D,3,4,338989.6479672636
5555,A,3,1,395775.4573888417
3416,E,4,5,480025.55193394306
8288,E,3,5,699318.7500954024
7862,A,1,1,848244.0652619692
4653,E,2,5,803455.816534082
7639,B,1,2,1247285.5522423554
1496,B,1,2,298581.1983741001
1504,E,5,5,472339.97404707124
8699,C,2,3,1112652.8759866888
6733,A,4,1,683213.6392629109
9055,E,3,5,1452289.7754383283
4216,A,5,1,439704.51321523153
6688,E,1,5,769176.7091222429
5364,B,3,2,885002.5299957563
7042,C,2,3,1005146.7232602779
2477,A,1,1,177770.7933574746
5960,C,1,3,448503.1260431106
3397,B,2,2,405233.97478190635
9301,D,4,4,898558.3163280466
9841,D,5,4,1530025.8141811732
7194,A,2,1,1100802.8060472028
8570,B,3,2,791517.0836278019
8730,A,3,1,945305.0992549523
2499,A,1,1,323262.66254575545
8235,A,5,1,840349.2753832546
1595,C,4,3,265019.478838717
1978,E,4,5,472100.6886487693
1730,B,3,2,283372.7601711086
1056,C,4,3,298544.42177020025
3243,E,3,5,432104.11126238527
6879,A,5,1,622710.6055295736
2701,D,1,4,643636.6162868977
8229,C,3,3,629268.1218226089
2286,B,5,2,363212.61411111103
9303,B,3,2,591216.0241038393
1947,E,2,5,513345.0838502334
5121,C,3,3,677884.1992097625
7553,A,5,1,796416.8651317146
1757,E,4,5,297677.43660036486
6651,B,3,2,601390.0351031204
8273,C,1,3,799760.8913851836
4535,D,5,4,813954.334819381
3293,A,4,1,445491.01556820626
2104,B,5,2,281395.2378514183
9853,C,3,3,1645341.596703508
1908,D,2,4,369234.38670636463
7539,B,2,2,644359.9942491917
5617,D,1,4,729233.6704492392
8069,B,1,2,983880.5099947241
3311,E,4,5,717870.1542647188
1789,E,2,5,305765.18578170164
1171,E,3,5,329307.06676603854
8989,C,5,3,1119538.9869877982
2885,E,5,5,456957.4342009684
9667,C,2,3,965417.0437167457
2049,A,2,1,274478.0238919197
5129,E,5,5,656086.9036470702
2161,C,4,3,414492.6899752696
1815,B,5,2,228457.62601919164
4766,C,1,3,581425.8338043789
9945,C,3,3,968513.5450010413
5661,B,2,2,897289.0165206146
9653,C,2,3,694378.3972715982
4239,B,4,2,489445.98411129136
9272,D,1,4,1075684.6865882643
3804,E,5,5,558983.8313540575
9031,A,1,1,1087171.4020345667
1869,C,1,3,279752.2361373392
6526,B,4,2,897327.4247838828
8741,E,4,5,1229885.2310938588
5694,C,5,3,663596.320948753
9998,E,5,5,1220105.6858880355
2934,D,3,4,390396.65487592213
6172,C,1,3,566907.3395979946
1703,B,5,2,238336.73779872974
3523,D,4,4,617775.9948520695
3639,C,3,3,554180.3170638044
7159,E,3,5,925288.053329781
4909,D,4,4,669571.133024266
2164,B,5,2,366863.6570308597
1619,C,4,3,310715.21261160955
8982,E,5,5,1435146.834316465
4066,E,4,5,772944.2785806367
5872,D,4,4,733764.3294959252
9638,C,2,3,874725.0888338828
3337,E,5,5,703050.8719237297
9400,D,1,4,1548893.8276664251
6594,A,2,1,617966.2696034895
3460,E,2,5,539781.5009439096
7820,D,2,4,590698.0700298885
6546,A,2,1,991710.7166926845
4442,D,1,4,421743.4544721902
3711,E,2,5,695826.9667418734
2291,A,1,1,149899.80045564275
6374,D,1,4,1082372.4627984548
3655,C,2,3,612763.9895415361
7513,A,3,1,1002094.5076194846
8394,D,1,4,1087053.9649213175
1704,C,2,3,230527.7369941804
1825,A,4,1,317644.3191501104
1376,D,4,4,279155.041298143
1972,E,5,5,472692.5715651898
5213,A,1,1,347053.5719526238
1443,A,1,1,92649.43348077289
8519,C,4,3,1366150.4590960983
1754,D,1,4,281583.07575534686
5735,E,1,5,504156.5098842232
6396,C,4,3,1080885.5979769512
4465,A,2,1,611337.1138531249
3711,C,4,3,682883.5407890772
3407,C,3,3,271723.6548759772
9814,C,4,3,973846.3235936393
6588,A,4,1,1015582.803084674
7104,B,2,2,937413.5008911381
6747,C,4,3,849245.2549787159
2723,B,4,2,284249.99546257587
8224,E,2,5,1404040.7164044178
2919,E,4,5,604847.596053755
1918,E,2,5,304504.5498172272
5215,D,3,4,471960.44501704525
1581,A,2,1,257852.94761335663
4881,B,1,2,323317.1517253718
4909,D,1,4,453464.87131747574
2999,B,2,2,523070.74561221973
1400,A,4,1,249630.72618725704
4648,C,5,3,716576.188317763
6445,D,5,4,620907.3909352468
3628,A,3,1,486628.5570267363
2656,D,3,4,296910.0440391893
1620,E,5,5,420043.02501348703
1246,D,5,4,372918.3430405523
6212,C,2,3,857108.7236542595
4339,C,5,3,680446.849552764
7758,B,1,2,663041.4777079348
8086,D,3,4,1253679.889894395
4010,E,3,5,650436.0531225028
5719,C,1,3,565953.5161503659
3368,B,3,2,463741.78535528586
2839,E,5,5,282522.3276416428
3903,E,3,5,494660.0581123263
7205,E,1,5,710304.9124591819
5395,A,3,1,428545.620875221
6767,C,5,3,665679.6812339668
4691,A,2,1,469735.78491658065
8470,A,5,1,670699.4629059426
4841,C,3,3,758551.0492391883
5348,D,4,4,451936.6046027712
7621,B,3,2,1159089.9883129874
2392,C,3,3,300830.5933973204
7060,B,1,2,1134760.9556455263
5255,D,4,4,564112.9944030184
5300,C,1,3,872321.1021034658
4338,E,1,5,720400.6754051206
6487,C,5,3,416558.26665880735
4514,D,2,4,502337.3939232377
1759,A,3,1,396865.78650048806
9621,C,4,3,875837.5629996763
7793,E,3,5,806348.5374218149
3459,C,1,3,335255.0248075387
6273,A,2,1,530005.9529876781
2718,C,1,3,403373.8305284452
6423,E,3,5,983869.3345326752
2308,D,5,4,352700.14864283294
2050,E,3,5,375563.4979948915
6479,D,1,4,1029413.8668766153
3249,E,4,5,619396.1217899717
3809,B,4,2,463758.77164690976
3921,C,4,3,480553.0600924425
5676,C,4,3,996363.5382631948
5041,A,4,1,637110.3897495521
3417,B,2,2,487643.39239019935
1532,A,2,1,169007.8976625175
9167,C,5,3,1157787.2725014645
2469,A,4,1,219327.44538368445
8292,D,1,4,1063399.006792837
9961,B,1,2,817410.2840773736
8142,E,3,5,1282235.5864024477
7000,D,4,4,1208224.782155867
8081,E,1,5,1090603.5523875097
5649,A,5,1,573653.9806167819
7931,C,1,3,548743.6550377439
4424,D,5,4,686127.3619064954
2091,B,4,2,440232.3767679797
8849,E,3,5,1056286.2337251334
5654,D,3,4,1118776.9983469793
1260,C,2,3,349598.51007009414
6936,B,4,2,948432.0623629458
5370,B,1,2,434863.0027330704
5301,E,3,5,971265.8765425017
8207,D,5,4,944255.8953580528
6819,D,5,4,569072.7342688069
1092,B,1,2,138743.91575987393
6161,A,1,1,808071.2195839908
8632,B,4,2,673875.2399959563
7208,C,1,3,785766.0515512686
9556,D,1,4,899379.9874206663
5916,E,1,5,446176.8629987938
4718,D,3,4,730984.4040114473
7125,B,4,2,887821.7152359175
2924,C,1,3,476551.6618459219
4095,A,1,1,352284.56670572644
7683,D,5,4,617752.5737282123
6181,B,3,2,927668.3108382716
3538,B,1,2,546079.237467086
3276,B,3,2,274572.46342070575
9194,C,4,3,747503.7960135664
1910,B,4,2,271768.9863073323
1306,B,2,2,222229.11511622375
7575,B,5,2,950227.909427155
5231,D,2,4,760675.337609288
7028,B,3,2,502412.86982161767
7658,C,5,3,1140668.6465972387
7336,D,1,4,1257553.5195417653
1872,B,5,2,196457.74183628836
2141,A,5,1,317393.6295610433
1665,C,4,3,390123.5377053786
9400,A,2,1,992747.1229903882
1951,C,4,3,297630.6628893219
5722,A,4,1,869393.1233314363
5008,B,2,2,533822.024490434
7655,A,4,1,669520.9529200582
7190,A,5,1,1008670.6990493581
1771,C,3,3,269512.598140451
5030,B,1,2,483063.29510130023
8859,C,1,3,762056.7080129264
1521,B,4,2,196181.00844896375
4355,E,2,5,748589.6337704998
2400,D,5,4,561135.5496480957
4723,D,4,4,846964.9475997832
7579,C,5,3,1237928.057784392
4247,B,5,2,313880.4189593253
2858,A,1,1,239071.3497794764
5781,D,3,4,640809.3312546914
5064,C,3,3,643687.7214652455
3398,C,2,3,575610.2410769407
1142,C,3,3,302326.10851333017
6062,B,4,2,1032392.8502742484
4469,C,1,3,727167.217499251
4695,E,1,5,538664.0267114145
1717,A,5,1,324722.73458174325
1642,C,4,3,403985.6959204946
3548,B,4,2,460028.18208959745
9561,A,5,1,819594.1000462719
4650,A,5,1,357225.77855644515
8549,D,1,4,731489.036982507
9978,C,4,3,1053295.2720778016
1949,C,3,3,336824.3995399475
6444,B,3,2,818171.9759342276
1521,E,1,5,241781.38163003087
7632,E,3,5,755502.9707797385
7048,D,3,4,496116.2402550958
1354,E,4,5,212137.4504818336
2482,B,4,2,419021.0688587199
7994,D,2,4,576801.8211774118
3215,C,4,3,330849.0291631353
5716,E,2,5,671635.7745583605
9619,B,4,2,1384686.979124408
6821,B,5,2,993225.1996062802
3537,C,4,3,559099.668236655
7339,B,2,2,823211.7078815837
9736,D,3,4,898593.0000663877
5919,D,4,4,665282.9186731126
8075,A,3,1,852429.892080664
4765,C,3,3,700904.1700636913
9850,B,4,2,773471.7788884613
8082,E,4,5,1003544.9036044318
3827,D,5,4,686131.3409803521
3058,C,2,3,492775.7877141613
8749,C,4,3,1002924.7866756254
1730,D,3,4,353699.7705395332
2832,A,3,1,261362.4834049542
9600,C,4,3,974633.576691233
7505,B,2,2,1133759.2713896255
8170,E,3,5,937624.7417259763
5179,E,5,5,941159.6551508334
7299,D,3,4,803915.1417876943
8830,C,2,3,1222528.4169993906
5802,E,1,5,522932.59072186175
7057,C,5,3,1250111.5182494198
7615,D,5,4,1214596.2363749295
7762,A,1,1,1151237.2598654493
6543,E,5,5,758999.4478959828
9325,B,5,2,899938.4449347225
5883,D,5,4,579643.1547604441
8050,A,3,1,1063300.3554274356
5959,B,3,2,442281.3933328159
1666,B,4,2,269152.87874224456
1276,E,4,5,278797.8515487257
1881,C,3,3,248765.88443241085
3060,D,5,4,436820.06837784103
3082,B,2,2,436337.9674908534
7702,E,1,5,1161189.847480336
1158,A,4,1,123574.48570763033
6229,B,5,2,461435.6182106815
8956,A,4,1,1317103.927276925
8514,D,2,4,757290.2697787929
8803,E,5,5,779319.5514574699
3526,A,3,1,597123.7907574216
9302,C,2,3,1338105.93153583
8803,A,4,1,795600.7847021234
7574,A,5,1,470884.91680116736
9733,E,5,5,855973.151334405
2138,E,1,5,437384.2309854325
8257,B,1,2,799581.5351425447
4283,A,1,1,451276.99535950867
8762,A,3,1,1327087.1253833233
8896,E,5,5,1206905.106447307
3419,C,5,3,502595.2134548468
2756,E,4,5,309584.05217933666
3306,C,3,3,637518.8354414534
8630,E,1,5,1368722.4464611441
7263,D,5,4,661229.4422679322
6008,A,1,1,302936.92880431906
6247,C,2,3,515586.75375822117
9914,D,3,4,1106272.6300987191
3570,C,1,3,266693.4680113323
6807,B,3,2,415034.19679690205
8812,B,5,2,658135.0898087311
1324,A,2,1,276874.8131757692
8487,D,4,4,933060.4085263258
6645,D,2,4,612415.1834702169
2945,B,3,2,275128.96358904085
5486,A,2,1,681415.4746878076
3430,B,5,2,354220.6569446059
4510,D,3,4,796814.7460161198
1845,C,3,3,318752.6331981202
1567,D,5,4,425133.3635138798
3179,A,1,1,343146.69275864674
3019,D,4,4,341397.45808337076
4319,E,2,5,698959.2807268318
3320,D,4,4,505283.5342648115
2646,E,4,5,542840.403730746
4909,B,5,2,532308.4691994969
9015,E,1,5,1509855.3887945905
4420,D,4,4,710976.5177549359
1356,D,3,4,303718.3289862316
8485,D,1,4,941893.6248137052
4081,A,5,1,578100.4636403158
3280,B,4,2,301347.74013041443
5131,E,5,5,929978.6291699355
6123,C,2,3,885170.9992991803
8422,E,5,5,723409.8769783754
3787,D,3,4,683033.6728458034
5209,C,5,3,761746.7863603783
7540,C,1,3,943313.7735845285
1465,E,2,5,398403.5757043222
2487,E,3,5,379071.27262777
5942,E,2,5,707494.3520060345
5597,E,3,5,798135.9422400411
5536,B,2,2,522549.77343396604
1325,A,4,1,219384.19076641958
5162,A,5,1,691966.642038366
1303,E,1,5,383299.1419051368
6067,A,1,1,921341.1347374307
6024,E,4,5,893541.2997583129
8715,E,2,5,696724.3931520446
9340,E,5,5,1645273.710341402
3631,B,4,2,528441.3811709915
7391,D,2,4,990711.0643017286
9287,A,5,1,813337.752225128
3369,A,2,1,334939.1431963038
1528,B,1,2,341939.7912081137
5675,B,5,2,763453.9580169927
2663,E,1,5,468323.799007113
4364,E,1,5,528696.546914239
3341,D,5,4,442189.60632916295
7656,A,4,1,583394.0725897562
5905,B,2,2,820245.9147097466
9884,D,5,4,771976.3677484699
6950,A,1,1,786726.6859057979
2360,D,2,4,203888.29537628152
6127,D,5,4,1220216.5310837002
6562,E,4,5,1064708.6932016562
9730,D,5,4,1280444.6040728916
6777,E,5,5,662777.6613861081
4925,A,3,1,647626.3379014398
9463,A,2,1,968188.3075382571
9001,E,5,5,985164.0441782074
2028,C,1,3,219145.10785124399
7018,D,1,4,854655.2136097022
2242,A,3,1,391547.64197689045
9784,D,1,4,1199604.7012117188
8119,C,5,3,1083162.5910685519
5210,D,2,4,654797.1690246749
7406,C,3,3,686900.4949862214
4377,B,3,2,404980.7202229577
5071,C,4,3,727820.8695102624
2440,A,4,1,483002.1083055508
4626,E,2,5,916106.2538826324
1184,E,2,5,406587.48090021894
5996,D,3,4,747542.039831227
9412,B,5,2,1146298.0823310409
9031,D,5,4,959325.154710882
6563,C,4,3,927937.3276934066
4188,E,2,5,636576.8311973944
3945,C,2,3,499349.13565552246
7765,E,5,5,1067204.6824669153
3474,E,4,5,612498.2753055774
7787,E,5,5,849180.2162251172
9792,A,5,1,1158884.8722536357
5599,C,3,3,608901.5005281598
7274,D,2,4,646052.7886581568
5313,B,3,2,493610.0515770243
3218,D,3,4,261718.76580708649
2152,C,5,3,327903.62585662
1056,B,4,2,297436.5678329164
1143,D,5,4,330289.69413437584
8218,B,4,2,1188449.118295366
9559,C,2,3,1322109.8464545757
7361,E,1,5,1304042.9459280323
1615,C,2,3,225189.99190055195
9062,A,5,1,879933.7851887274
6977,B,4,2,829379.765024714
7984,C,1,3,1009185.3704225416
9890,E,4,5,1799077.5637655852
5971,E,4,5,1007502.6502847122
6781,C,1,3,758662.8598262104
1944,D,1,4,391304.9405343028
8078,C,2,3,1116688.637478119
2746,E,3,5,291304.1160545766
6783,C,1,3,821278.7170517734
7907,A,3,1,624216.8274221937
9625,D,3,4,1318674.062291196
3926,C,3,3,634376.6480963314
2089,E,3,5,610715.7214383007
3957,C,1,3,736907.7606225589
3612,C,4,3,554614.0449789834
7047,B,1,2,508818.0078702676
7249,C,1,3,472253.4607178653
4759,A,5,1,522573.229980706
8718,E,5,5,1276337.2617964156
5263,B,2,2,356182.442165549
2902,C,3,3,495677.4159517913
3567,D,3,4,596992.0105432505
9075,A,5,1,1151702.8666506426
3994,A,4,1,510037.0037573473
6229,A,2,1,728205.4245736181
3010,B,4,2,532743.8321509734
8377,C,5,3,841134.4727176537
1830,A,4,1,200881.3843775171
1048,C,3,3,267695.8259322343
5210,D,5,4,791438.6213273777
2178,C,4,3,390360.07490895776
6768,C,2,3,930269.0764185525
8878,C,2,3,1230488.7638319163
1070,E,1,5,363376.5292462667
8686,B,5,2,1036403.7049955109
8879,C,5,3,1486697.3447106224
6455,A,5,1,764297.141145283
9258,E,3,5,1369029.3562044774
6612,C,3,3,930118.6405263053
6769,E,5,5,1196850.1021755263
2777,B,4,2,297456.63555623055
8380,E,3,5,908992.1128761065
3228,A,5,1,553941.1833732838
9804,C,3,3,1243263.9283433235
9888,A,1,1,1210274.9812558517
7746,D,2,4,1211097.185512113
7391,E,1,5,1103458.957863888
3406,E,5,5,612816.610586527
9440,E,2,5,676848.264877861
1637,B,4,2,266150.7986589493
9090,A,5,1,737533.1384815092
1949,D,4,4,325103.01978259033
4587,B,4,2,599333.8474778305
2111,B,3,2,333577.36564563407
9367,C,3,3,1429234.620349493
1722,D,2,4,366078.1234701496
4842,E,2,5,490178.2054133975
4674,E,3,5,766112.9401433669
5866,C,2,3,381134.2619860305
1702,E,1,5,469728.8688472846
3128,A,5,1,349216.5185534748
5233,E,1,5,992736.3905806864
3517,A,5,1,460654.296277455
2149,C,3,3,402247.4060713526
2878,C,1,3,350213.9611575347
1309,A,4,1,166365.36223136488
4952,E,1,5,653464.6593223705
8728,C,2,3,1130351.4645618217
4049,C,1,3,402766.42169429583
6766,A,3,1,663212.6075509075
7412,C,3,3,940479.2651728293
5865,E,2,5,509959.68666643795
1015,C,5,3,190581.2464258254
1605,A,2,1,277144.24559083
5908,E,5,5,1221619.0390000716
9006,D,3,4,686916.6537977138
7412,A,3,1,438523.0678147907
9605,D,5,4,909048.5029992905
5120,C,1,3,598007.0411779294
9507,E,1,5,996553.7854862025
5666,C,2,3,475802.93183733406
5820,E,3,5,1025895.702219631
8835,B,1,2,826861.4879304103
2849,C,3,3,455409.21409059747
2953,C,2,3,465562.1590938565
9580,C,4,3,957678.1805745765
3769,A,3,1,444284.71749897825
4046,E,4,5,675194.0394449469
8594,E,3,5,881678.8795953679
7840,E,5,5,1175762.5699448327
6066,A,4,1,885417.1909943946
3415,E,5,5,755414.5065684472
3389,C,5,3,477598.0375038845
6924,D,2,4,1226830.363714858
9495,B,2,2,1406840.6343153545
1763,E,1,5,248127.5705599717
8541,A,4,1,579439.2537451363
1815,A,1,1,260788.2542813601
7255,E,4,5,1095602.3337439732
1877,D,2,4,288239.84918892605
8173,E,2,5,796705.975079202
8073,A,2,1,718223.8422463667
5798,B,4,2,834565.1708043151
7989,D,2,4,714109.059599899
6039,E,1,5,972591.974996199
7324,B,5,2,1013756.4770942241
3823,E,4,5,578857.5742072565
6287,D,5,4,449632.36681395
4285,A,1,1,613146.2133146556
8433,D,3,4,542574.192025694
7174,C,2,3,1035749.3044898653
5826,E,1,5,717833.3154980254
4664,B,3,2,742917.8185415979
1497,B,4,2,382161.52949163894
8641,D,1,4,881048.0868734512
5643,D,4,4,1040682.7608472293
6056,D,5,4,1014113.7524460468
1131,B,5,2,77203.42351021661
6443,A,4,1,929004.4182028733
1857,B,5,2,362986.3772543608
9712,A,5,1,717224.1701059625
9221,D,2,4,1363453.7851302198
7147,C,4,3,926663.4540422505
5604,B,4,2,818913.3553451428
2558,D,3,4,548540.5661110624
1015,B,2,2,163705.0714137496
4605,D,1,4,762565.9739035055
2607,B,2,2,202308.38228826204
6935,E,1,5,958519.7026307429
3016,B,4,2,307632.66911170044
4574,E,2,5,853448.9258686423
8274,A,3,1,652534.9179104061
4791,B,5,2,624328.515749392
7406,A,1,1,429517.5071270639
2088,C,5,3,251762.72166350862
2361,E,4,5,214436.19409710998
5473,B,4,2,653902.7135784175
6294,A,4,1,841182.1479435865
8106,D,5,4,761946.5359300455
8319,A,4,1,1007568.6432614231
9667,B,4,2,1067848.2786766551
9520,C,5,3,982474.5257454284
2186,E,4,5,525198.819985236
4414,D,1,4,834531.6509753283
6486,A,2,1,1061336.1814495088
4536,B,1,2,728485.6667135479
2773,B,4,2,288288.0875416762
6415,E,4,5,743750.6686237736
3558,D,4,4,640408.1885948149
6907,A,4,1,485852.0377099137
6079,A,5,1,575973.020656854
7724,A,2,1,1002260.6719709241
6420,E,5,5,1242498.0548330355
4291,E,5,5,511416.2045203141
4524,D,4,4,724751.9662432488
4504,A,1,1,466667.7023944446
9998,A,1,1,1162210.9404885639
6989,D,3,4,1030659.6137190016
3666,D,2,4,440833.715150857
9596,D,3,4,869476.4330347193
8140,B,5,2,1055617.6864150008
9785,D,3,4,1162394.466779016
7895,C,3,3,1095845.9541469829
5107,E,3,5,980725.9228857246
4280,D,2,4,527606.0010238611
3212,B,1,2,468513.39279831277
9078,C,1,3,1480803.402069356
8601,B,3,2,1163363.7362183977
1613,B,2,2,284191.84677415824
